Field,Value,Neg,Pos,Total,Ratio
device_ip,8c9f5eb8,180,24,204,0.11765
device_ip,0aecfb83,154,50,204,0.2451
device_ip,3574d8f3,147,57,204,0.27941
device_ip,b69cbb31,149,55,204,0.26961
device_ip,2d512ae8,123,81,204,0.39706
device_ip,24c994a2,156,48,204,0.23529
device_ip,6bea45cd,163,41,204,0.20098
device_ip,fed1c732,157,47,204,0.23039
device_ip,3e2f310a,178,26,204,0.12745
device_ip,dee9e0a9,161,43,204,0.21078
device_ip,58f0ce7b,160,44,204,0.21569
device_ip,60aa5115,161,43,204,0.21078
device_ip,6a167f45,161,43,204,0.21078
device_ip,ce8494f4,152,52,204,0.2549
device_ip,e75f1527,157,47,204,0.23039
device_ip,67fdda20,195,9,204,0.04412
device_ip,d8286bdf,128,76,204,0.37255
device_id,462dc123,140,64,204,0.31373
device_ip,667f3d32,154,50,204,0.2451
device_ip,61d94133,145,59,204,0.28922
device_ip,619e8979,161,43,204,0.21078
device_ip,b5c88ad0,179,25,204,0.12255
device_ip,e2eea0a3,165,39,204,0.19118
device_ip,356dad22,175,29,204,0.14216
device_ip,d4279336,175,29,204,0.14216
device_ip,81f0b9d4,156,48,204,0.23529
device_ip,48a58cfb,204,0,204,0.0
device_ip,e8a059b4,199,5,204,0.02451
device_id,224c2f7e,204,0,204,0.0
device_ip,cd6ba02e,174,30,204,0.14706
app_id,b188e1a5,202,2,204,0.0098
device_model,1c72b272,145,59,204,0.28922
device_ip,d0d0d32f,197,7,204,0.03431
device_ip,8e3f4d81,195,9,204,0.04412
device_ip,f96ea21a,200,4,204,0.01961
device_id,41d5191a,204,0,204,0.0
device_model,7f105702,189,15,204,0.07353
device_ip,3bfe0c40,184,20,204,0.09804
device_ip,4098cd94,131,73,204,0.35784
device_ip,96ae09ec,196,8,204,0.03922
site_domain,eedaf0b2,189,15,204,0.07353
device_ip,15683c4c,177,27,204,0.13235
device_ip,baff7507,175,29,204,0.14216
device_model,8adaf888,134,70,204,0.34314
device_ip,8ca67cf7,178,26,204,0.12745
device_ip,ee8b6707,176,28,204,0.13725
device_ip,20cefaea,160,44,204,0.21569
device_ip,f48c83b6,193,11,204,0.05392
device_ip,628fb545,189,15,204,0.07353
device_ip,ab029842,176,28,204,0.13725
device_ip,bf844fdc,169,35,204,0.17157
site_domain,3561dc0b,159,45,204,0.22059
app_id,f0ec4c56,188,16,204,0.07843
device_id,0d50e8ee,204,0,204,0.0
device_ip,8e704aeb,154,50,204,0.2451
device_ip,fa888805,149,55,204,0.26961
device_ip,856ac40d,169,35,204,0.17157
device_ip,1184d9ad,191,13,204,0.06373
device_ip,d6233577,139,65,204,0.31863
device_ip,c692bed1,152,52,204,0.2549
device_ip,82072bb9,146,58,204,0.28431
device_ip,8b8e051c,200,4,204,0.01961
device_ip,a3b80b45,157,47,204,0.23039
device_ip,f249fa24,160,44,204,0.21569
device_ip,82702662,197,7,204,0.03431
device_ip,172dcb6d,168,36,204,0.17647
device_ip,5feaa061,200,4,204,0.01961
device_ip,2365912e,191,13,204,0.06373
device_ip,ac146f96,163,41,204,0.20098
device_ip,855bc251,144,60,204,0.29412
device_ip,f838ebfb,188,16,204,0.07843
device_ip,25a58b7b,163,41,204,0.20098
site_domain,d5002386,197,7,204,0.03431
device_model,dc7aa18d,158,46,204,0.22549
device_ip,45af188b,157,47,204,0.23039
device_ip,c5ce9f37,152,52,204,0.2549
device_ip,21d0216c,158,46,204,0.22549
device_ip,012639a2,199,5,204,0.02451
device_ip,7a3d89ec,202,2,204,0.0098
device_ip,f86dbe82,194,10,204,0.04902
device_ip,1ca485b2,153,51,204,0.25
device_ip,1b1771a4,197,7,204,0.03431
device_ip,90a80522,165,39,204,0.19118
device_ip,19d8a170,158,46,204,0.22549
device_ip,0e7d7ef4,146,58,204,0.28431
device_ip,93642256,160,44,204,0.21569
device_ip,4de4d33a,168,36,204,0.17647
device_ip,ef717cab,203,1,204,0.0049
device_ip,755a3c2b,166,38,204,0.18627
device_ip,14ada2c4,153,51,204,0.25
site_id,c12ebe86,186,18,204,0.08824
device_ip,edf2bc65,167,37,204,0.18137
device_ip,daa692aa,194,10,204,0.04902
device_ip,f5f93f3f,114,90,204,0.44118
device_ip,9e8157bb,187,17,204,0.08333
device_ip,21df0e7a,147,57,204,0.27941
device_ip,92db137f,160,44,204,0.21569
device_ip,12a4dac2,174,30,204,0.14706
device_ip,780599c8,157,47,204,0.23039
device_ip,9fabb10b,192,12,204,0.05882
device_ip,52999ea3,204,0,204,0.0
device_ip,4a6e906c,204,0,204,0.0
device_model,a47d660f,181,23,204,0.11275
device_ip,3b2f1d9c,200,4,204,0.01961
device_ip,4ea2f43f,154,50,204,0.2451
device_id,5db7f6d4,193,11,204,0.05392
device_ip,d52024d2,201,3,204,0.01471
device_ip,b8634cec,200,4,204,0.01961
device_ip,092ddc50,158,46,204,0.22549
device_ip,6190635b,196,8,204,0.03922
device_model,fd250d26,185,19,204,0.09314
device_ip,7e78792f,165,39,204,0.19118
device_ip,05e7a040,169,35,204,0.17157
device_model,1f756518,157,47,204,0.23039
device_ip,502cac05,158,46,204,0.22549
device_ip,c45346b0,179,25,204,0.12255
device_ip,1158505e,159,45,204,0.22059
device_ip,58e9bbac,189,15,204,0.07353
device_ip,c06dd9ff,163,41,204,0.20098
device_ip,362dfe04,153,51,204,0.25
device_ip,37183884,193,11,204,0.05392
device_ip,366ed748,204,0,204,0.0
device_ip,eff8c91c,186,18,204,0.08824
device_ip,ecec4841,156,48,204,0.23529
device_ip,1d945e90,165,39,204,0.19118
device_ip,567dece9,156,48,204,0.23529
device_ip,d5c5dc54,185,19,204,0.09314
device_ip,62464347,202,3,205,0.01463
device_ip,4ae93406,190,15,205,0.07317
app_id,71116e47,198,7,205,0.03415
device_ip,0681d28d,186,19,205,0.09268
device_ip,b7761a94,199,6,205,0.02927
device_ip,8b835bd6,186,19,205,0.09268
device_ip,e9f92e7b,166,39,205,0.19024
device_model,f8909ecd,193,12,205,0.05854
device_ip,ef3bf5ca,173,32,205,0.1561
device_ip,d87b089a,177,28,205,0.13659
device_ip,645cf2af,175,30,205,0.14634
device_ip,0d6cbcac,161,44,205,0.21463
device_ip,58b1214c,203,2,205,0.00976
device_ip,eeb81e5f,177,28,205,0.13659
device_ip,efb7c4aa,188,17,205,0.08293
device_ip,c8f77431,168,37,205,0.18049
device_ip,4d9109c4,197,8,205,0.03902
device_ip,d9f1e030,203,2,205,0.00976
device_ip,e9558b01,179,26,205,0.12683
device_ip,c4405de5,177,28,205,0.13659
device_ip,b2f5d02e,193,12,205,0.05854
device_ip,0d8c43bf,166,39,205,0.19024
device_ip,2fb20031,165,40,205,0.19512
device_ip,e4cdc0d5,169,36,205,0.17561
device_ip,6450d526,148,57,205,0.27805
device_ip,89f9d23d,171,34,205,0.16585
device_ip,504bae4c,166,39,205,0.19024
device_id,f182c149,205,0,205,0.0
device_id,7ca45c83,205,0,205,0.0
device_ip,df51e160,140,65,205,0.31707
app_id,6ae09b45,205,0,205,0.0
device_ip,0ae13735,203,2,205,0.00976
site_domain,28cae213,204,1,205,0.00488
device_ip,4124b025,161,44,205,0.21463
device_ip,31e089ac,153,52,205,0.25366
device_ip,f2f53fe7,161,44,205,0.21463
device_ip,e14e88cc,167,38,205,0.18537
device_ip,c059df5e,205,0,205,0.0
site_id,bf34e4b5,201,4,205,0.01951
device_ip,0513b2f2,202,3,205,0.01463
site_id,451bd647,154,51,205,0.24878
device_ip,3a3d8e6c,166,39,205,0.19024
device_ip,e091d42e,155,50,205,0.2439
C14,22484,167,38,205,0.18537
device_id,79b5916c,201,4,205,0.01951
device_ip,ea2d4c49,205,0,205,0.0
device_ip,725ce9fe,163,42,205,0.20488
device_ip,04fc0287,158,47,205,0.22927
device_ip,0748055d,203,2,205,0.00976
device_ip,cafce877,155,50,205,0.2439
device_ip,3bce3073,157,48,205,0.23415
device_ip,a7ccbe8c,158,47,205,0.22927
device_ip,ad9bdf15,199,6,205,0.02927
device_ip,09aada98,162,43,205,0.20976
device_ip,596cd00f,165,40,205,0.19512
device_ip,846aac73,139,66,205,0.32195
device_ip,02c2d1f6,154,51,205,0.24878
device_ip,ab92d408,162,43,205,0.20976
device_ip,3314b6ce,158,47,205,0.22927
device_ip,cb597fb9,164,41,205,0.2
device_ip,35cf7431,174,31,205,0.15122
device_ip,0289ccbb,205,0,205,0.0
device_ip,3286046a,146,59,205,0.2878
device_model,1afc9ced,144,61,205,0.29756
device_ip,24718277,199,6,205,0.02927
device_ip,a4ce815e,168,37,205,0.18049
device_ip,65550932,184,21,205,0.10244
device_ip,3b4ce1a3,163,42,205,0.20488
device_ip,d74b302f,163,42,205,0.20488
device_id,69acdfbd,178,27,205,0.13171
device_ip,5947dbf3,162,43,205,0.20976
device_model,227628d2,178,27,205,0.13171
device_id,7eb031c1,205,0,205,0.0
device_ip,d98cf1da,135,70,205,0.34146
device_ip,0962ed8c,146,59,205,0.2878
device_ip,115ecff8,190,15,205,0.07317
device_ip,1c0e53d9,162,43,205,0.20976
device_ip,1cf0d2f9,161,44,205,0.21463
device_ip,2ec086c7,153,52,205,0.25366
device_ip,6d566f54,202,3,205,0.01463
device_ip,2ccdef9a,153,52,205,0.25366
device_ip,edfc7604,205,0,205,0.0
device_ip,07ab7002,198,7,205,0.03415
device_ip,d48a3651,166,39,205,0.19024
device_ip,5d1d6093,171,34,205,0.16585
device_ip,9a08c17f,183,22,205,0.10732
site_id,27463ebd,166,39,205,0.19024
device_model,317a1ba8,166,39,205,0.19024
device_id,9fa3390e,205,0,205,0.0
device_ip,d88a3c77,170,35,205,0.17073
device_ip,62b79ce6,168,37,205,0.18049
device_ip,4b46025e,201,4,205,0.01951
device_ip,a79b6f70,159,46,205,0.22439
device_ip,c125d01e,154,51,205,0.24878
device_ip,6cd019d7,205,0,205,0.0
device_ip,76bead2c,155,50,205,0.2439
device_ip,7a188365,187,18,205,0.0878
device_ip,83549dc1,173,32,205,0.1561
device_ip,fccea1f2,190,15,205,0.07317
device_ip,83380e65,203,2,205,0.00976
device_ip,27010b0f,164,41,205,0.2
device_ip,f86827f1,165,40,205,0.19512
device_ip,15802fe3,153,52,205,0.25366
site_id,e647457e,150,55,205,0.26829
device_model,1392781c,148,57,205,0.27805
device_ip,1efe7f02,202,3,205,0.01463
device_ip,5b6354e7,163,42,205,0.20488
device_ip,85ad2b39,155,50,205,0.2439
device_ip,2837f1d3,143,62,205,0.30244
site_domain,6d49c164,152,53,205,0.25854
device_ip,e26bfc2d,173,32,205,0.1561
device_model,e646bc48,165,40,205,0.19512
device_ip,ccc53315,144,61,205,0.29756
device_id,cce6d134,129,76,205,0.37073
device_ip,00c8ebe4,163,42,205,0.20488
device_model,7017622a,154,51,205,0.24878
device_ip,bd29db45,202,3,205,0.01463
device_ip,fef8ee85,174,31,205,0.15122
device_ip,fe0af25e,141,64,205,0.3122
device_ip,efd5eaa7,152,53,205,0.25854
device_ip,9fbc38eb,178,27,205,0.13171
device_ip,e496ffdf,196,9,205,0.0439
device_ip,c3fad5b2,197,8,205,0.03902
device_ip,3f3c429a,160,45,205,0.21951
device_ip,ca8bc210,161,44,205,0.21463
device_ip,8f6cdef7,191,14,205,0.06829
device_ip,9af25d07,201,4,205,0.01951
device_ip,f0efc1fd,197,8,205,0.03902
device_id,ae8866b5,205,0,205,0.0
device_ip,5262f9e5,167,38,205,0.18537
device_ip,7b7901aa,168,37,205,0.18049
device_ip,dcfc5048,156,49,205,0.23902
device_ip,0208d29f,175,30,205,0.14634
device_ip,d550b198,156,49,205,0.23902
device_ip,e7104b5a,160,45,205,0.21951
device_ip,f405e758,144,61,205,0.29756
device_ip,67b25b47,161,44,205,0.21463
device_ip,9811ff9d,159,46,205,0.22439
site_id,d61fe109,120,85,205,0.41463
device_ip,86b741fe,182,23,205,0.1122
device_ip,0dd54896,149,56,205,0.27317
device_ip,a38ee734,200,5,205,0.02439
device_ip,85b315fe,171,34,205,0.16585
device_ip,edbb9106,170,35,205,0.17073
device_ip,c2db95d9,163,43,206,0.20874
device_ip,89325c5a,178,28,206,0.13592
device_ip,f1881a1b,156,50,206,0.24272
device_ip,8d826bdc,205,1,206,0.00485
device_model,c7246000,153,53,206,0.25728
device_ip,6e2f5b8b,175,31,206,0.15049
device_ip,fcfce208,178,28,206,0.13592
device_ip,5f1394a9,161,45,206,0.21845
device_ip,fa4b4fbd,180,26,206,0.12621
device_ip,548fdcfb,176,30,206,0.14563
device_ip,5aeb753a,159,47,206,0.22816
app_id,d465e286,193,13,206,0.06311
device_ip,8df21007,206,0,206,0.0
app_id,6a7dabb8,176,30,206,0.14563
device_id,7cb2672b,206,0,206,0.0
device_ip,0643325c,196,10,206,0.04854
device_ip,e6a67ee0,186,20,206,0.09709
device_ip,7fda0e63,176,30,206,0.14563
device_ip,9274ee08,191,15,206,0.07282
device_ip,6026b2d2,154,52,206,0.25243
device_ip,a6e1113b,137,69,206,0.33495
device_ip,bb531566,147,59,206,0.28641
device_ip,61653477,206,0,206,0.0
device_ip,e2d21ecd,162,44,206,0.21359
device_ip,39321d20,201,5,206,0.02427
device_ip,cb11947d,194,12,206,0.05825
device_ip,70aced47,168,38,206,0.18447
device_ip,4abb3b31,202,4,206,0.01942
device_ip,36b64c40,164,42,206,0.20388
device_ip,6df8cdf0,158,48,206,0.23301
device_ip,8e841982,167,39,206,0.18932
device_ip,6ead0048,171,35,206,0.1699
device_ip,a8f0f12b,139,67,206,0.32524
app_id,13ef5f89,141,65,206,0.31553
device_ip,fc2e4368,205,1,206,0.00485
device_ip,6531aadc,152,54,206,0.26214
device_ip,81aac53d,166,40,206,0.19417
device_ip,dc15217a,201,5,206,0.02427
device_ip,ac0f346e,201,5,206,0.02427
device_ip,4034d53c,165,41,206,0.19903
device_ip,610f657d,170,36,206,0.17476
device_ip,9f153d44,199,7,206,0.03398
device_ip,fd58925d,146,60,206,0.29126
device_ip,a1e0e800,189,17,206,0.08252
device_ip,1ad47f5f,175,31,206,0.15049
device_ip,82ee6d75,172,34,206,0.16505
device_ip,f3f91f92,157,49,206,0.23786
device_ip,c9ae6dd5,194,12,206,0.05825
device_ip,fe1ae556,201,5,206,0.02427
device_ip,0cf1e77d,131,75,206,0.36408
device_ip,82b22e29,150,56,206,0.27184
device_ip,efc3c0dc,160,46,206,0.2233
device_ip,a847c062,146,60,206,0.29126
device_ip,1f87e38f,166,40,206,0.19417
device_ip,4e36431d,169,37,206,0.17961
device_ip,2980f384,147,59,206,0.28641
device_ip,ac40a085,187,19,206,0.09223
device_ip,62255e4b,202,4,206,0.01942
device_ip,719dced0,178,28,206,0.13592
device_ip,cbeea64f,160,46,206,0.2233
device_ip,9695c44b,151,55,206,0.26699
device_ip,6f687560,154,52,206,0.25243
device_ip,36b86c6f,203,3,206,0.01456
device_ip,8c1cce8c,159,47,206,0.22816
device_ip,7f28f45a,160,46,206,0.2233
device_ip,05d87bb8,142,64,206,0.31068
device_ip,bf0bcc9e,163,43,206,0.20874
device_ip,fd62196f,162,44,206,0.21359
device_ip,15d5d6c6,159,47,206,0.22816
device_ip,695156c5,191,15,206,0.07282
device_ip,c0338a8e,202,4,206,0.01942
site_id,cff3892a,188,18,206,0.08738
device_ip,ec7d4a13,205,1,206,0.00485
device_ip,9f869511,161,45,206,0.21845
device_ip,19fb268a,177,29,206,0.14078
device_ip,4ffa6315,167,39,206,0.18932
device_ip,329001c3,191,15,206,0.07282
device_ip,be8201f1,186,20,206,0.09709
device_ip,4c3bc1c7,132,74,206,0.35922
device_ip,8f20590a,206,0,206,0.0
device_model,cfe2111a,173,33,206,0.16019
device_ip,ee7e22b5,174,32,206,0.15534
device_ip,6e314744,194,12,206,0.05825
device_ip,8e57bacc,166,40,206,0.19417
device_ip,e157d61d,199,7,206,0.03398
device_ip,783d22d1,183,23,206,0.11165
device_ip,7de73381,204,2,206,0.00971
device_ip,7923268d,163,43,206,0.20874
device_ip,d378b7fe,138,68,206,0.3301
device_ip,550f2ede,164,42,206,0.20388
device_ip,10d552d9,157,49,206,0.23786
device_ip,8d3b242e,162,44,206,0.21359
device_ip,5d5cf3ab,203,3,206,0.01456
device_ip,3d4e112b,145,61,206,0.29612
device_ip,06d90bdb,186,20,206,0.09709
device_ip,a7eac319,181,25,206,0.12136
device_ip,c7ae6c76,186,20,206,0.09709
device_ip,1c507680,154,52,206,0.25243
device_ip,dfd16695,140,66,206,0.32039
device_ip,d4ac50f9,155,51,206,0.24757
device_ip,cb0a8d24,158,48,206,0.23301
device_ip,ac52f233,168,38,206,0.18447
site_domain,480c232d,182,24,206,0.1165
device_ip,e56d2689,150,56,206,0.27184
device_ip,933436d8,156,50,206,0.24272
device_ip,cf31ad5a,182,24,206,0.1165
device_ip,7b25efae,173,33,206,0.16019
device_ip,9a48a8dd,165,41,206,0.19903
device_ip,2b57a887,206,0,206,0.0
device_ip,4464ec37,156,50,206,0.24272
device_model,97f4240d,170,36,206,0.17476
device_ip,f7944de4,180,26,206,0.12621
device_ip,6639be96,198,8,206,0.03883
device_ip,853046d3,206,0,206,0.0
device_ip,98a4e5ab,155,51,206,0.24757
device_ip,ab564192,169,37,206,0.17961
device_ip,aa535ab3,162,44,206,0.21359
device_ip,f511d58b,186,20,206,0.09709
device_ip,81e6738e,155,51,206,0.24757
device_ip,850ca640,167,39,206,0.18932
device_ip,66402942,206,0,206,0.0
device_ip,24812c1b,169,37,206,0.17961
site_domain,cfd517ae,189,17,206,0.08252
device_ip,0689869a,151,55,206,0.26699
device_ip,1d3f7954,164,42,206,0.20388
device_ip,922e5945,174,32,206,0.15534
device_ip,bb7e4131,202,4,206,0.01942
device_ip,e1710117,164,42,206,0.20388
device_ip,99275ed1,162,44,206,0.21359
device_ip,d79fd93e,134,72,206,0.34951
device_ip,5489c5f9,186,20,206,0.09709
device_ip,19960f2b,168,38,206,0.18447
device_ip,748948c8,166,40,206,0.19417
device_ip,d5b0bd2e,160,46,206,0.2233
device_ip,270810e3,178,28,206,0.13592
device_ip,18ac2576,205,1,206,0.00485
device_ip,21eb8aee,183,23,206,0.11165
device_ip,f7fb53c1,180,26,206,0.12621
device_ip,8809eed0,175,32,207,0.15459
device_ip,d59e4f90,145,62,207,0.29952
device_ip,2022cded,205,2,207,0.00966
device_ip,83e9dbbd,173,34,207,0.16425
device_ip,a6539b9f,203,4,207,0.01932
device_ip,21c0f602,159,48,207,0.23188
device_ip,e9d1a207,171,36,207,0.17391
device_ip,2b8bfbbe,173,34,207,0.16425
device_ip,336a2f26,203,4,207,0.01932
device_ip,3c64c4de,174,33,207,0.15942
device_ip,053058b5,162,45,207,0.21739
device_ip,73038eb6,202,5,207,0.02415
device_ip,eb238916,199,8,207,0.03865
device_ip,f51f2537,138,69,207,0.33333
device_model,c149c39f,166,41,207,0.19807
device_ip,4ff6a24c,191,16,207,0.07729
device_ip,eb000961,202,5,207,0.02415
device_ip,45972482,152,55,207,0.2657
device_ip,b9e7315f,152,55,207,0.2657
device_ip,6377cdcc,165,42,207,0.2029
C14,21779,155,52,207,0.25121
device_ip,bb23a4f8,205,2,207,0.00966
device_ip,fe1a9447,162,45,207,0.21739
device_ip,8f64acf9,190,17,207,0.08213
device_id,a90afed1,164,43,207,0.20773
device_ip,d318cbee,159,48,207,0.23188
device_ip,d20fd42c,170,37,207,0.17874
device_ip,64f44cb5,138,69,207,0.33333
device_ip,3a8b767b,182,25,207,0.12077
device_ip,463de9d2,156,51,207,0.24638
device_ip,674825e2,150,57,207,0.27536
device_ip,6dd89c00,188,19,207,0.09179
device_ip,9f8724b1,177,30,207,0.14493
device_ip,6bbf9fd2,207,0,207,0.0
site_id,e07d1f48,206,1,207,0.00483
device_ip,7c0352eb,169,38,207,0.18357
device_ip,14bcf262,181,26,207,0.1256
device_ip,73918a81,169,38,207,0.18357
device_ip,a3285276,170,37,207,0.17874
device_ip,8c147627,198,9,207,0.04348
device_ip,e4dbca0a,206,1,207,0.00483
device_ip,19688459,167,40,207,0.19324
device_ip,6c4ec68f,174,33,207,0.15942
device_ip,f7a9a3af,168,39,207,0.18841
device_ip,a7391082,167,40,207,0.19324
device_ip,cc954ff8,207,0,207,0.0
device_ip,fc087b50,190,17,207,0.08213
device_ip,bb8050b0,167,40,207,0.19324
device_ip,c654f054,205,2,207,0.00966
device_ip,1907cec5,171,36,207,0.17391
device_ip,1d90beb7,172,35,207,0.16908
device_model,bec563de,177,30,207,0.14493
device_ip,438c3db9,202,5,207,0.02415
device_ip,a40e8ffa,144,63,207,0.30435
device_ip,3e2a7319,142,65,207,0.31401
device_ip,9bbe93b4,164,43,207,0.20773
device_ip,c5dd2076,158,49,207,0.23671
device_ip,d69a35ff,149,58,207,0.28019
device_ip,11263e45,205,2,207,0.00966
device_ip,28892071,143,64,207,0.30918
device_ip,cddd0d37,168,39,207,0.18841
device_id,15ad67f7,205,2,207,0.00966
app_id,100a36ad,205,2,207,0.00966
device_ip,6ca4835e,179,28,207,0.13527
site_domain,125e807c,177,30,207,0.14493
device_ip,30a1fe1b,150,57,207,0.27536
device_ip,589afa37,150,57,207,0.27536
device_ip,8616a411,173,34,207,0.16425
device_ip,90dd3aed,155,52,207,0.25121
device_ip,47d129d8,203,4,207,0.01932
site_id,ff9bcf52,138,69,207,0.33333
device_ip,a1bb0e1d,149,58,207,0.28019
device_ip,6b48b384,162,45,207,0.21739
device_ip,f74e0a04,206,1,207,0.00483
device_model,0752e5c3,171,36,207,0.17391
site_id,f8e4fab2,207,0,207,0.0
device_ip,aab25c85,204,3,207,0.01449
device_ip,eb079920,152,55,207,0.2657
device_ip,778ea627,163,44,207,0.21256
device_ip,1cf43d00,162,45,207,0.21739
device_ip,7451e3aa,169,38,207,0.18357
app_id,22dd6bf3,166,41,207,0.19807
device_ip,d6961e79,207,0,207,0.0
device_ip,64902b86,161,46,207,0.22222
device_ip,95594edc,150,57,207,0.27536
device_ip,a886e3d7,156,51,207,0.24638
device_ip,248897ce,174,33,207,0.15942
device_ip,478f78e1,162,45,207,0.21739
device_model,f1a8b69f,165,42,207,0.2029
device_ip,8b7e79bf,168,39,207,0.18841
device_ip,8fb1c4c5,188,19,207,0.09179
site_domain,06908927,207,0,207,0.0
device_ip,21d0dccd,162,45,207,0.21739
device_ip,97913428,163,44,207,0.21256
device_ip,cfce31d3,164,43,207,0.20773
device_ip,24a92f40,185,22,207,0.10628
device_model,741a2007,176,31,207,0.14976
device_ip,65b1572f,142,65,207,0.31401
device_ip,66a70271,164,43,207,0.20773
device_ip,ce430adf,156,51,207,0.24638
site_domain,8712c1ae,206,1,207,0.00483
site_id,ed355742,151,56,207,0.27053
device_ip,6aa3081b,167,40,207,0.19324
device_ip,d159591c,204,3,207,0.01449
app_id,5eb8edbe,190,17,207,0.08213
site_id,1b4a95c0,180,27,207,0.13043
device_ip,4171a77a,205,2,207,0.00966
device_ip,9504c157,161,46,207,0.22222
device_ip,3dd2b774,161,46,207,0.22222
device_id,ba1c1d58,207,0,207,0.0
device_ip,6efeec9b,160,47,207,0.22705
device_ip,9d2bd66a,172,35,207,0.16908
device_ip,35aa5489,160,47,207,0.22705
device_ip,37d6aa35,171,36,207,0.17391
device_ip,414ba0f9,150,57,207,0.27536
device_ip,fd2468c4,146,61,207,0.29469
device_ip,98ffd432,206,1,207,0.00483
device_ip,ce784781,203,4,207,0.01932
device_ip,77a674af,193,14,207,0.06763
device_ip,82e250a4,160,47,207,0.22705
site_domain,37a91652,162,45,207,0.21739
device_ip,f4b610bd,206,1,207,0.00483
device_ip,0d191ecf,193,14,207,0.06763
device_ip,cda51be7,156,51,207,0.24638
device_ip,7f96c66a,178,29,207,0.1401
device_ip,c93a44f4,176,31,207,0.14976
device_ip,fb1bc403,163,44,207,0.21256
device_ip,0517ed25,159,48,207,0.23188
site_id,5fa564da,113,94,207,0.45411
device_ip,1ec9d865,146,61,207,0.29469
device_ip,24811384,160,47,207,0.22705
device_ip,ade7bdfb,206,1,207,0.00483
device_ip,b8160c28,172,35,207,0.16908
device_ip,3ec8fc60,205,2,207,0.00966
device_ip,9c47845b,168,39,207,0.18841
device_ip,56bef224,170,37,207,0.17874
device_ip,a359b621,164,44,208,0.21154
device_ip,bff02c71,166,42,208,0.20192
device_ip,5121e05a,147,61,208,0.29327
device_ip,436cbd81,187,21,208,0.10096
device_ip,3faf70c6,197,11,208,0.05288
device_ip,8ad8291d,166,42,208,0.20192
device_ip,bac453cc,155,53,208,0.25481
app_id,a8843d9e,199,9,208,0.04327
device_ip,995328de,208,0,208,0.0
device_model,cdeca251,175,33,208,0.15865
device_ip,de6c8179,170,38,208,0.18269
device_ip,593035da,205,3,208,0.01442
device_ip,82d605d2,204,4,208,0.01923
device_model,68f8be42,206,2,208,0.00962
device_ip,aa1d4b7b,171,37,208,0.17788
device_ip,9043a19d,163,45,208,0.21635
device_ip,e75922ff,159,49,208,0.23558
device_ip,59f45ec5,175,33,208,0.15865
device_ip,9bbf97c3,155,53,208,0.25481
device_ip,e27e3d65,173,35,208,0.16827
device_ip,a3dbaa57,140,68,208,0.32692
device_ip,96ed0da4,155,53,208,0.25481
device_ip,90d5eaf0,177,31,208,0.14904
device_ip,37474eaf,206,2,208,0.00962
device_ip,bcfbfb26,161,47,208,0.22596
device_ip,cce81adf,202,6,208,0.02885
device_ip,cf8895ad,151,57,208,0.27404
device_ip,f317e9f8,171,37,208,0.17788
device_ip,00f7211e,139,69,208,0.33173
device_ip,f9902913,205,3,208,0.01442
app_id,3f117154,207,1,208,0.00481
device_ip,64f5a12f,201,7,208,0.03365
device_ip,5ff846a7,171,37,208,0.17788
device_ip,7e57b563,189,19,208,0.09135
device_model,98acccd1,148,60,208,0.28846
device_ip,ee0389c1,208,0,208,0.0
device_ip,d742674f,164,44,208,0.21154
device_ip,a099d30d,141,67,208,0.32212
device_ip,6572e073,167,41,208,0.19712
app_id,7bec0b72,207,1,208,0.00481
site_id,081cfb60,208,0,208,0.0
device_ip,8ee7e5c2,170,38,208,0.18269
device_ip,fd1b66f0,205,3,208,0.01442
C14,22967,157,51,208,0.24519
device_ip,3c9ffd75,160,48,208,0.23077
device_ip,4bfa703c,194,14,208,0.06731
device_ip,753e5d55,186,22,208,0.10577
device_ip,152015e2,169,39,208,0.1875
device_ip,14d91fb2,145,63,208,0.30288
device_ip,cbc3c6cf,163,45,208,0.21635
device_ip,9c7af773,168,40,208,0.19231
device_model,01c188c3,166,42,208,0.20192
device_ip,2874b0af,179,29,208,0.13942
device_ip,fe48d8f0,172,36,208,0.17308
device_ip,d597c3b0,198,10,208,0.04808
device_ip,a72104d9,168,40,208,0.19231
device_ip,c8b3c3ff,183,25,208,0.12019
device_ip,a5bc3727,176,32,208,0.15385
device_ip,28416099,176,32,208,0.15385
device_ip,328b3a6c,158,50,208,0.24038
device_ip,1bce1778,168,40,208,0.19231
device_ip,bf8e02dc,152,56,208,0.26923
device_ip,e236a79b,163,45,208,0.21635
device_ip,b47f3642,165,43,208,0.20673
device_ip,b48c3e45,193,15,208,0.07212
device_ip,a4dd86b2,204,4,208,0.01923
device_ip,c77ba1dd,174,34,208,0.16346
device_ip,9a737ee5,204,4,208,0.01923
site_domain,12f7c4d4,156,52,208,0.25
device_ip,f90ae863,201,7,208,0.03365
device_ip,f95b3e8d,165,43,208,0.20673
device_ip,5cbb8296,207,1,208,0.00481
device_ip,43046e34,165,43,208,0.20673
device_ip,a88fedf9,160,48,208,0.23077
device_model,e9be9529,170,38,208,0.18269
device_model,673f730e,163,45,208,0.21635
device_model,2ce47122,155,53,208,0.25481
device_ip,ba67920f,156,52,208,0.25
device_ip,53a4d33c,162,46,208,0.22115
device_ip,e9c42c92,162,46,208,0.22115
device_ip,4cc3ad65,167,41,208,0.19712
device_ip,d6fdbee3,163,45,208,0.21635
